id,type,question,faq_id_reference,expected_keywords,expected_answer_summary,difficulty,expected_behavior,answer_model,latency_seconds,strategy,complexite_score_method,keywords_proportion,similarity_answer,manual_pertinence,manual_hallucination,exactitude_score,hallucination_flag,pertinence_norm,latence_score,complexite_score,hallucinations_score,global_score
GS021,hors_sujet,Quelle est la capitale de l'Australie ?,,[],Le système doit indiquer qu'il ne peut pas répondre à cette question (hors périmètre FAQ collectivité),facile,aveu_ignorance,Je ne suis pas en mesure de répondre à cette question.,0.5334252160000688,extractive_qa,0.7,0.0,0.629871129989624,2,False,0.314935564994812,False,1.0,0.6521348348558493,1.0,1.0,0.742300894726821
GS022,hors_sujet,Comment faire une tarte aux pommes ?,,[],Le système doit indiquer qu'il ne peut pas répondre à cette question (hors périmètre FAQ collectivité),facile,aveu_ignorance,Je ne suis pas en mesure de répondre à cette question.,0.5398627439999473,extractive_qa,0.7,0.0,0.629871129989624,2,False,0.314935564994812,False,1.0,0.6494085293617794,1.0,1.0,0.7418919489027105
GS023,hors_sujet,Quel est le meilleur smartphone en 2025 ?,,[],Le système doit indiquer qu'il ne peut pas répondre à cette question (hors périmètre FAQ collectivité),facile,aveu_ignorance,Je ne suis pas en mesure de répondre à cette question.,0.4211423639999339,extractive_qa,0.7,0.0,0.629871129989624,2,False,0.314935564994812,False,1.0,0.7036592711130005,1.0,1.0,0.7500295601653937
GS024,hors_sujet,Comment investir en bourse ?,,[],Le système doit indiquer qu'il ne peut pas répondre à cette question (hors périmètre FAQ collectivité),facile,aveu_ignorance,espèces,0.44457857700035674,extractive_qa,0.7,0.0,0.1481320858001709,0,False,0.07406604290008545,False,0.0,0.6922434098922353,1.0,1.0,0.4760563243538609
GS025,hors_sujet,Qui a gagné la coupe du monde de football en 1998 ?,,[],Le système doit indiquer qu'il ne peut pas répondre à cette question (hors périmètre FAQ collectivité),facile,aveu_ignorance,Je ne suis pas en mesure de répondre à cette question.,0.43345053200027905,extractive_qa,0.7,0.0,0.629871129989624,2,False,0.314935564994812,False,1.0,0.6976173768651581,1.0,1.0,0.7491232760282174
GS026,complexe,"Je viens d'avoir un bébé et je ne suis pas mariée avec le père, quelles démarches dois-je faire ?","['EC005', 'EC006']","['reconnaissance', 'livret de famille', 'filiation', 'mairie']",Le père doit faire une reconnaissance en mairie. Un livret de famille sera délivré à la naissance du premier enfant pour les couples non mariés.,difficile,,établir la filiation.,0.43095141100002365,extractive_qa,0.7,0.25,0.38982024788856506,1,False,0.31991012394428253,False,0.5,0.6988357482391018,0.4,1.0,0.5607983994191501
GS027,complexe,"Je construis une maison avec piscine, quelles autorisations me faut-il ?","['URB001', 'URB003']","['permis de construire', 'déclaration préalable', 'piscine', 'architecte', '150m²']","Permis de construire pour la maison (architecte si >150m²). Pour la piscine : selon taille, déclaration préalable (10-100m²) ou intégration au permis.",difficile,,permis de construire.,0.4319433660002687,extractive_qa,0.7,0.2,0.7258273363113403,1,False,0.46291366815567014,False,0.5,0.6983516413733728,0.4,1.0,0.603626846652707
GS028,complexe,"Je suis en difficulté financière, je n'arrive plus à payer mes factures d'eau et d'électricité, qui peut m'aider ?","['SOC001', 'SOC004']","['CCAS', 'FSL', 'chèque énergie', 'travailleur social', 'aide']",Contacter le CCAS pour un rendez-vous avec un travailleur social. Le FSL peut aider pour les factures. Vérifier l'éligibilité au chèque énergie.,difficile,,Un travailleur social,0.4157045069996457,extractive_qa,0.7,0.2,0.4337828457355499,1,False,0.31689142286777494,False,0.5,0.7063620939650299,0.4,1.0,0.5610217409550871
GS029,complexe,"Mon association veut organiser un vide-grenier sur la place du village, comment faire ?","['ASS003', 'ASS004']","['déclaration', 'mairie', '1 mois', 'assurance', 'autorisation', 'voie publique']","Déclaration en mairie 1 mois avant avec descriptif, plan, assurance. Demande d'autorisation d'occupation du domaine public.",difficile,,Je ne suis pas en mesure de répondre à cette question.,0.4509737589996803,extractive_qa,0.7,0.0,0.49345993995666504,0,False,0.24672996997833252,False,0.0,0.6891923398321226,0.4,1.0,0.43739784196831816
GS030,complexe,"J'emménage dans la commune, quelles sont toutes les démarches administratives à faire ?","['ELE001', 'EAU001', 'FIS003', 'ENF004']","['listes électorales', 'compteur eau', 'impôts', 'école']","Inscription listes électorales, ouverture compteur eau, changement adresse impôts, inscription école si enfants.",difficile,,Je ne suis pas en mesure de répondre à cette question.,0.4334524669993698,extractive_qa,0.7,0.0,0.3968168795108795,0,False,0.19840843975543976,False,0.0,0.697616435160413,0.4,1.0,0.4241649972006939
